Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-19 17:19:34.234,-0.95,-0.16,-0.07,6.35,-3.05,12.57,15.44,-15.39,-1.12,-0.79,0.26,-0.40,-38.88,-41.08,57.74,28.15,6.32,-7.75
2024-11-19 17:19:34.540,-1.43,-0.10,-0.48,125.85,92.90,-99.55,19.09,-12.66,-6.54,-0.97,-0.12,-0.27,70.68,-44.01,10.62,24.69,4.59,-8.97
2024-11-19 17:19:35.047,-0.78,0.01,0.43,127.75,-99.43,-17.8,21.01,6.48,-9.88,-1.36,0.46,1.20,79.47,206.18,-14.83,19.41,16.99,-8.69
2024-11-19 17:19:35.153,-0.49,0.56,-0.38,-72.88,-59.57,-3.05,19.54,5.16,-11.34,-1.60,0.02,-0.65,21.48,178.96,59.57,25.21,20.83,-6.86
2024-11-19 17:19:35.659,-0.98,-0.01,-0.11,-16.17,-75.62,-7.81,6.53,2.05,-16.21,-1.23,0.11,-0.69,60.85,-45.72,29.72,32.31,12.13,-7.32
2024-11-19 17:19:35.765,-2.03,0.16,-1.03,89.60,146.73,-5.13,17.74,-4.42,-13.07,-1.06,0.06,-0.36,14.95,-85.88,-17.88,29.53,11.72,-7.69
2024-11-19 17:19:36.071,-0.21,-0.10,-0.77,122.92,-21.48,-39.4,21.52,3.58,-10.41,-1.68,-0.08,0.47,61.10,20.32,2.93,19.60,13.75,-9.75
2024-11-19 17:19:36.276,-2.14,-1.56,-0.26,-114.20,11.29,88.50,22.64,1.56,-9.40,-1.70,0.24,-0.70,-29.48,174.50,71.29,25.90,20.19,-6.56
2024-11-19 17:19:36.582,-0.82,-0.03,-0.18,-40.34,-79.16,0.06,8.52,0.55,-14.93,-0.12,-0.57,-0.06,-37.05,-46.88,2.62,33.11,11.39,-3.50
2024-11-19 17:19:36.790,-1.30,-0.78,1.79,-110.53,134.09,-4.5,14.84,-5.08,-12.85,-1.21,0.36,-0.40,-52.43,-85.33,12.33,31.20,11.33,-7.07
2024-11-19 17:19:37.096,-0.48,0.24,-0.58,111.02,-8.24,-37.17,21.68,3.53,-10.25,-1.33,-0.02,0.75,-4.03,-35.58,19.78,22.01,12.73,-8.24
2024-11-19 17:19:37.302,-0.56,2.35,-2.12,18.68,-39.18,92.77,23.13,2.80,-10.97,-2.10,0.11,-1.09,227.66,159.06,88.93,25.06,20.58,-6.43
2024-11-19 17:19:37.608,-1.01,0.17,0.06,-22.09,-87.28,4.33,11.49,-1.01,-16.25,-1.33,1.01,1.89,-108.95,38.02,52.86,35.79,11.17,-5.88
2024-11-19 17:19:37.814,-1.66,0.02,1.63,-54.20,223.69,-12.9,14.77,-6.65,-16.67,-0.86,0.44,-0.23,-9.89,-85.75,-19.53,32.96,10.75,-9.30
