Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-27 22:20:13.744,-1.05,0.37,-0.20,-59.02,-5.49,3.11,7.76,14.82,-2.25,-1.31,0.45,0.05,-78.98,13.73,31.86,28.06,19.12,1.06
2024-11-27 22:20:13.950,-0.97,-0.33,-0.35,-141.30,-10.80,23.6,8.03,10.23,-6.54,-0.94,-0.03,-0.39,-95.64,-42.97,-3.30,26.77,15.55,-1.39
2024-11-27 22:20:14.260,-0.84,-0.07,-0.23,-189.39,-7.87,5.62,8.07,-0.54,-7.85,-1.06,-0.14,-0.16,-53.77,-12.57,-17.82,25.39,12.44,-3.54
2024-11-27 22:20:14.466,-0.96,-0.19,0.25,-61.95,-6.90,-44.80,8.35,-5.51,-4.81,-0.99,-0.20,-0.12,-51.33,16.78,-43.52,25.87,10.01,-4.46
2024-11-27 22:20:14.672,-0.92,-0.18,-0.08,-21.55,-37.66,-31.1,8.06,-5.46,-5.62,-0.99,-0.57,-0.33,-180.42,30.27,5.13,28.83,5.02,-1.75
2024-11-27 22:20:14.978,-0.91,0.04,-0.15,-29.85,-21.06,-22.1,9.02,-6.75,-3.77,-0.83,0.14,0.04,-132.32,49.93,0.37,29.13,-0.96,9.58
2024-11-27 22:20:15.184,-1.05,0.14,-0.12,-0.18,-0.12,-4.52,9.48,-7.74,-4.09,-0.93,-0.29,-0.54,-37.35,-11.05,18.19,30.38,-1.97,10.02
2024-11-27 22:20:15.493,-1.27,-0.15,-0.50,-39.92,130.25,16.36,9.50,-9.02,5.00,-0.97,-0.18,-0.18,46.57,-48.83,-1.34,28.93,-2.00,7.24
2024-11-27 22:20:15.699,-0.76,-0.32,0.11,-57.07,-10.31,-32.8,9.18,-9.67,3.23,-0.95,-0.29,-0.29,10.50,-32.23,3.17,26.84,-3.23,4.46
2024-11-27 22:20:15.905,-1.05,-0.12,-0.53,39.67,-57.19,-7.20,10.46,-10.18,1.38,-1.28,-0.10,-0.52,22.52,144.35,-20.26,29.04,-2.48,3.09
2024-11-27 22:20:16.213,-0.87,0.06,-0.11,-0.98,-65.86,-19.04,11.11,-8.54,-0.35,-0.63,0.23,-0.05,-42.42,-3.05,8.61,30.83,-3.59,8.98
2024-11-27 22:20:16.425,-0.95,0.20,-0.47,-36.87,-12.76,3.11,11.33,-9.18,-4.28,-0.78,0.03,0.01,-94.18,-46.51,-17.03,32.79,-4.69,11.77
2024-11-27 22:20:16.731,-1.36,0.43,-0.56,21.12,111.39,5.49,11.80,-11.87,1.98,-0.97,0.04,-0.28,29.72,-50.17,16.78,31.02,-4.85,6.49
2024-11-27 22:20:16.937,-0.59,-0.38,-0.24,-17.82,-27.40,-20.8,12.65,-10.93,0.71,-1.14,-0.08,-0.01,39.61,-31.43,13.79,28.92,-5.48,3.15
2024-11-27 22:20:17.243,-1.14,-0.19,-0.97,7.45,-31.92,-17.03,12.99,-10.47,-1.43,-1.25,0.09,-0.52,81.73,151.37,-31.62,31.54,-3.76,0.67
2024-11-27 22:20:17.453,-0.87,0.08,-0.05,-26.79,-69.40,-27.5,12.78,-9.72,-4.43,-0.66,0.16,-0.02,-41.44,-6.77,20.32,34.70,-3.36,5.24
2024-11-27 22:20:17.759,-0.93,-0.11,-0.14,2.99,-18.86,10.68,12.01,-9.29,-7.09,-0.72,-0.21,-0.13,-67.32,-70.37,15.20,35.94,-4.98,9.30
2024-11-27 22:20:17.965,-1.41,0.38,-0.79,-82.21,134.58,11.17,14.14,-11.76,0.66,-0.93,-0.05,-0.15,28.99,-65.55,20.69,32.03,-4.72,4.41
2024-11-27 22:20:18.171,-0.60,-0.17,-0.27,11.29,10.80,-4.21,13.90,-10.46,0.16,-1.05,0.08,-0.15,31.98,-30.70,9.89,29.21,-4.88,1.34
2024-11-27 22:20:18.481,-0.59,-0.03,-0.71,14.04,-34.00,5.31,14.16,-9.12,-2.09,-1.21,-0.11,-0.20,25.39,128.30,-33.26,30.65,-3.39,-0.05
2024-11-27 22:20:18.787,-0.88,-0.02,-0.11,-9.22,-62.93,-17.58,12.99,-8.44,-5.30,-0.74,0.21,-0.27,-85.39,0.43,7.26,32.18,-3.66,6.37
2024-11-27 22:20:18.893,-0.93,-0.13,-0.17,-30.82,-11.66,7.75,11.90,-8.80,-4.86,-0.85,-0.17,0.12,-29.42,-24.78,11.90,33.75,-4.96,9.52
2024-11-27 22:20:19.199,-1.51,0.40,-0.79,4.82,115.42,12.88,12.17,-11.69,1.14,-0.90,0.18,-0.31,37.66,-52.37,13.55,30.99,-5.03,7.31
2024-11-27 22:20:19.409,-0.70,-0.13,-0.25,-9.34,16.97,-23.19,11.43,-13.09,2.05,-0.91,0.06,-0.17,13.98,-45.72,14.71,28.52,-5.32,5.36
