Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-20 12:38:10.705,-0.94,0.02,-0.06,-31.92,-59.02,-3.17,10.58,-14.66,2.72,-0.65,0.03,0.08,-18.74,-15.01,22.09,35.84,-13.54,3.76
2024-11-20 12:38:10.911,-1.02,0.03,-0.16,-10.01,-36.44,12.70,10.78,-16.94,3.37,-0.93,0.26,0.02,4.46,-2.87,14.71,36.34,-14.16,4.96
2024-11-20 12:38:11.217,-1.16,-0.71,0.30,-17.27,154.42,26.25,9.84,-18.04,3.91,-0.87,-0.21,-0.08,42.66,-60.42,-20.45,37.19,-14.25,-0.34
2024-11-20 12:38:11.423,-0.66,-0.19,-0.19,36.25,32.29,-14.22,13.71,-15.72,9.25,-0.94,-0.01,-0.17,73.30,-43.40,-20.69,37.71,-10.05,-8.18
2024-11-20 12:38:11.748,-1.12,-0.16,0.57,87.83,34.24,-34.06,16.52,-13.77,8.47,-1.34,0.00,0.09,0.31,120.12,46.88,39.76,-6.36,-11.44
2024-11-20 12:38:11.954,-1.18,-0.05,-0.07,15.26,-49.80,0.31,17.71,-13.96,6.49,-1.06,-0.13,-0.24,-67.63,109.44,61.04,40.09,-14.26,-0.90
2024-11-20 12:38:12.160,-0.89,-0.10,-0.19,-21.85,-75.93,14.53,18.88,-13.67,4.98,-1.05,-0.26,0.79,-63.84,-55.73,-2.93,38.06,-19.48,8.85
2024-11-20 12:38:12.366,-1.34,-0.07,0.18,-16.54,63.60,-3.36,16.92,-13.22,9.70,-1.18,-0.58,-0.27,45.96,-41.81,8.73,34.59,-19.74,13.48
2024-11-20 12:38:12.676,-0.89,-0.27,-0.18,26.67,98.57,-25.94,10.62,-15.10,16.58,-0.94,-0.06,-0.11,28.69,-66.22,-31.37,37.89,-17.66,2.95
2024-11-20 12:38:12.982,-1.06,-0.19,1.16,39.12,-6.84,0.79,10.35,-16.50,16.61,-1.14,-0.42,-0.21,66.10,5.00,-11.17,39.64,-14.76,-5.91
2024-11-20 12:38:13.188,-1.25,0.18,-0.29,2.56,-66.65,-15.93,12.16,-16.66,12.23,-1.25,0.05,-0.25,-137.45,111.39,81.30,36.10,-15.53,1.44
2024-11-20 12:38:13.394,-0.99,-0.03,-0.03,-36.99,-90.58,7.39,16.13,-15.50,10.77,-0.60,-0.06,0.13,4.21,-31.13,0.85,33.41,-18.02,10.95
2024-11-20 12:38:13.704,-1.31,-0.09,0.01,-28.56,16.48,-4.82,14.51,-14.66,11.36,-0.64,-0.17,-0.31,92.77,-41.87,-21.79,30.60,-20.32,8.92
2024-11-20 12:38:13.911,-0.89,-0.34,-0.27,15.44,121.03,-11.84,6.58,-16.36,15.17,-0.91,-0.29,-0.12,35.34,-60.73,-28.63,32.04,-20.56,1.23
2024-11-20 12:38:14.217,-0.91,-0.24,0.36,15.99,-19.96,-8.48,6.86,-16.87,12.79,-1.07,-0.24,-0.20,58.72,-21.55,-24.84,32.79,-16.76,-7.17
2024-11-20 12:38:14.423,-0.29,-0.31,-0.10,-71.29,-93.99,-32.5,10.39,-18.49,7.78,-1.28,-0.14,-0.31,-47.12,108.64,61.89,33.09,-13.70,-9.61
2024-11-20 12:38:14.733,-0.91,-0.10,-0.15,-32.23,-72.14,9.46,12.60,-18.31,4.79,-0.49,0.05,-0.18,-41.20,5.49,38.45,37.26,-23.13,3.76
2024-11-20 12:38:14.939,-1.07,0.01,-0.01,-20.75,0.12,2.14,13.42,-20.40,4.14,-1.20,-0.57,0.07,19.04,33.94,17.40,38.88,-26.51,9.29
2024-11-20 12:38:15.249,-1.24,-0.26,-0.34,68.12,143.19,-13.24,17.19,-20.61,16.22,-0.91,-0.33,-0.17,52.06,-77.82,-18.13,41.44,-28.82,4.05
2024-11-20 12:38:15.455,-0.49,-0.17,0.02,34.73,-56.15,-9.52,13.77,-19.78,21.03,-0.99,-0.24,-0.14,83.31,-7.39,-18.31,45.34,-24.52,-4.36
2024-11-20 12:38:15.661,-1.20,-0.68,-0.17,-34.48,-52.98,-2.01,10.71,-18.03,19.03,-1.42,-0.03,-0.67,-46.45,100.16,48.65,41.60,-21.19,5.09
2024-11-20 12:38:15.972,-0.95,-0.01,-0.04,-28.02,-80.08,4.33,16.19,-14.39,15.82,-0.49,0.14,-0.10,-30.52,-22.71,23.86,29.25,-17.30,13.26
2024-11-20 12:38:16.178,-0.98,-0.11,-0.10,-21.00,-51.51,14.95,17.65,-13.29,12.79,-0.64,0.32,0.09,24.72,7.81,8.91,27.44,-15.25,13.16
2024-11-20 12:38:16.484,-1.15,-0.09,-0.66,-39.92,103.88,-21.2,6.56,-12.48,14.58,-0.89,-0.19,-0.15,76.78,-74.65,-26.67,28.42,-17.26,2.81
