Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-20 13:06:04.487,-0.89,-0.06,-0.52,135.56,39.18,-1.40,2.82,12.08,-8.63,-0.95,-0.30,-0.03,94.67,-39.86,-10.38,29.31,21.84,-0.06
2024-11-20 13:06:04.793,-0.79,-0.14,-0.18,98.63,48.89,-17.03,5.15,17.14,-0.68,-0.94,-0.28,-0.11,62.07,-1.53,2.87,28.64,23.00,7.81
2024-11-20 13:06:04.998,-0.96,-0.17,0.48,29.48,22.16,-6.29,4.97,18.58,3.72,-1.15,-0.36,-0.14,51.82,-18.43,-19.29,29.03,23.33,9.45
2024-11-20 13:06:05.409,-1.24,0.09,-0.09,-49.74,-96.37,5.98,5.07,17.54,-0.68,-0.89,-0.18,-0.12,-56.46,104.06,46.26,29.33,20.81,7.90
2024-11-20 13:06:05.515,-0.92,-0.00,-0.10,-33.87,-90.27,8.06,4.92,16.50,-4.13,-0.60,-0.06,0.24,-30.15,-15.56,2.14,32.59,19.49,6.51
2024-11-20 13:06:05.721,-1.12,-0.10,0.01,-45.17,7.63,2.56,4.13,14.07,-5.42,-0.61,0.07,-0.57,17.21,-5.68,-15.14,32.92,20.21,6.23
2024-11-20 13:06:06.027,-1.20,-0.25,-0.32,89.72,151.61,-23.13,7.63,16.09,-2.76,-1.02,-0.27,-0.07,73.43,-80.38,-28.87,32.42,20.21,7.74
2024-11-20 13:06:06.233,-0.57,-0.07,0.05,9.77,-15.44,-24.84,6.03,17.18,1.45,-1.09,-0.51,-0.02,82.40,-20.81,-19.17,31.01,20.75,6.47
2024-11-20 13:06:06.543,-0.40,-0.20,-0.76,-61.77,-68.97,-15.9,5.81,17.82,-0.13,-1.38,-0.30,-0.24,-135.86,89.05,73.49,29.46,20.70,7.26
2024-11-20 13:06:06.749,-0.90,-0.10,-0.11,-79.35,-108.22,5.00,3.02,16.82,-7.30,-0.44,0.08,-0.10,-54.02,-27.65,31.56,36.27,18.71,3.21
2024-11-20 13:06:07.055,-1.10,0.09,-0.19,-20.45,-17.33,10.80,0.46,15.20,-10.68,-2.03,-0.60,0.70,105.16,-11.05,3.85,39.09,19.09,-0.24
2024-11-20 13:06:07.261,-1.30,-0.07,-0.35,102.60,188.42,-34.6,11.84,17.52,-10.05,-1.05,-0.29,-0.08,35.46,-63.60,-15.50,38.34,20.36,0.18
2024-11-20 13:06:07.575,-0.44,-0.13,-0.28,47.91,-25.45,-30.70,15.80,19.87,-0.74,-1.01,-0.34,-0.15,78.74,-8.61,-8.73,36.45,23.85,1.73
2024-11-20 13:06:07.781,-1.67,-0.17,0.16,60.00,-30.15,9.28,15.19,17.81,3.48,-1.35,-0.43,-0.31,-148.62,91.86,85.51,40.30,20.48,6.87
2024-11-20 13:06:07.987,-0.94,-0.04,-0.10,-62.56,-85.08,-1.83,14.20,17.82,-4.58,-0.61,-0.05,-0.07,-72.63,1.65,43.33,40.44,18.31,10.24
2024-11-20 13:06:08.293,-0.90,-0.04,-0.22,-30.15,-38.02,12.08,11.45,14.87,-10.21,-0.80,0.01,0.45,13.67,23.07,14.47,40.38,19.19,7.75
2024-11-20 13:06:08.502,-1.44,-0.49,0.19,19.04,139.04,-1.77,11.04,16.58,-8.89,-1.01,-0.32,0.11,50.29,-24.11,-17.46,37.19,20.08,9.16
2024-11-20 13:06:08.808,-0.75,-0.29,-0.30,16.42,32.17,-18.01,13.64,23.88,-1.06,-0.87,-0.46,0.34,70.31,-27.40,-21.18,35.80,21.98,9.23
2024-11-20 13:06:09.014,-0.73,-0.33,0.78,19.47,81.79,-6.53,9.67,25.22,3.81,-1.48,-0.22,0.65,-23.13,-48.71,-21.30,32.20,22.23,7.98
2024-11-20 13:06:09.525,-0.65,-0.22,0.27,-78.80,-96.74,2.26,11.19,22.46,-2.97,-1.32,-0.68,-0.31,-65.92,115.17,79.71,34.95,24.29,3.47
2024-11-20 13:06:09.631,-0.45,-0.83,0.33,-80.81,-78.12,21.55,9.92,20.63,-8.33,-0.80,-0.10,-0.11,22.83,71.59,18.80,40.21,23.49,2.39
