Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 19:31:12.151,-1.11,0.20,-0.02,-55.85,-23.93,10.50,13.18,-7.51,6.76,-0.84,0.31,-1.27,-40.77,-33.20,22.28,27.66,-5.75,12.74
2024-11-15 19:31:12.658,-1.87,-0.04,-0.81,65.73,91.86,-85.51,6.96,-4.38,12.98,-2.11,-0.06,-1.59,260.44,100.16,17.88,30.47,-3.36,4.08
2024-11-15 19:31:12.864,-0.73,-0.13,-0.23,-80.32,-137.45,31.4,11.25,-5.46,8.13,-0.07,0.00,-1.03,-213.75,-41.26,49.44,28.67,-6.67,8.53
2024-11-15 19:31:13.070,-1.28,0.12,0.23,-72.81,-48.52,18.19,10.86,-7.45,6.05,-2.66,0.07,0.18,-322.81,-17.33,90.94,27.83,-7.64,10.82
2024-11-15 19:31:13.276,-1.82,-0.06,-0.43,60.79,143.86,-46.57,5.60,-6.08,15.10,-0.77,0.00,-0.23,26.12,-80.93,-70.62,28.41,-8.79,9.94
2024-11-15 19:31:13.691,-0.93,2.88,-0.47,-115.30,-73.36,16.3,7.80,-8.57,10.28,-1.42,0.11,-0.43,51.15,137.27,122.50,30.48,-5.92,0.49
2024-11-15 19:31:13.797,-0.96,0.08,-0.34,-45.53,-147.28,29.9,10.68,-9.05,9.02,-0.16,-0.08,-0.97,-126.89,72.27,58.47,29.83,-7.98,3.42
2024-11-15 19:31:14.105,-1.37,0.10,-0.12,-82.58,-4.09,10.25,10.82,-9.19,9.50,-1.47,0.31,3.53,213.38,-102.60,-0.43,28.22,-8.37,10.85
2024-11-15 19:31:14.613,-1.25,0.02,-0.53,93.44,110.84,-94.18,8.22,-7.30,8.78,-1.58,0.36,1.91,138.92,138.37,-8.61,29.22,-6.42,3.96
2024-11-15 19:31:14.819,-0.14,1.15,-1.35,16.48,-102.48,-9.34,11.00,-6.36,8.80,-0.73,-0.32,-0.75,-65.25,132.39,52.98,30.65,-6.25,5.20
2024-11-15 19:31:15.025,-1.14,0.10,-0.55,-10.44,-64.45,19.53,11.78,-8.12,5.47,-0.39,0.20,0.88,-114.38,51.88,-36.19,28.28,-4.35,14.14
2024-11-15 19:31:15.534,-2.23,-0.30,-0.39,104.80,143.43,-51.0,7.32,-4.44,12.39,-1.79,-0.09,0.26,84.78,19.59,-26.67,29.14,-5.43,5.30
2024-11-15 19:31:15.839,-1.96,-0.91,-0.84,2.99,-129.82,20.39,10.96,-5.48,7.02,-0.56,-0.22,-0.86,-85.02,115.54,65.43,30.59,-5.35,3.50
2024-11-15 19:31:16.048,-0.82,0.14,-0.15,23.07,-119.20,52.86,10.93,-7.53,5.15,-0.75,0.13,0.64,-34.12,35.52,-20.02,29.06,-6.88,13.42
2024-11-15 19:31:16.359,-1.74,0.75,-2.22,175.96,157.23,-45.4,8.47,-6.41,13.34,-0.91,-0.23,-0.22,40.10,-91.19,-41.50,30.08,-9.03,7.85
2024-11-15 19:31:16.766,-0.42,-0.23,-0.69,-85.39,1.65,57.74,11.90,-7.17,8.94,-1.77,0.03,-0.29,29.85,169.74,102.11,34.19,-5.22,1.04
