Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 19:16:16.381,-1.33,0.43,-0.31,146.06,204.10,-59.7,7.84,13.59,15.44,-0.97,0.16,-0.21,12.51,-71.35,-60.91,33.01,6.62,23.67
2024-11-15 19:16:16.889,-0.60,0.04,-0.53,97.53,139.40,-27.40,6.79,13.01,16.46,-1.01,-0.20,-0.45,-6.23,101.93,121.40,30.81,0.66,23.52
2024-11-15 19:16:17.095,-0.87,0.31,-0.18,13.24,-135.13,35.95,13.98,10.69,11.27,-0.79,1.09,1.90,-78.92,35.71,56.64,27.04,7.42,25.16
2024-11-15 19:16:17.401,-2.01,0.03,-0.65,84.17,177.49,-44.74,5.70,14.36,16.09,-0.84,-0.20,-0.20,41.87,-123.17,-31.01,32.03,6.60,23.86
2024-11-15 19:16:17.908,-0.47,-0.24,-0.64,-9.95,-116.76,31.62,4.86,13.32,16.60,-0.45,-0.39,-0.46,-26.67,160.10,92.35,31.01,0.37,23.10
2024-11-15 19:16:18.014,-0.86,0.36,-0.07,3.85,-137.39,33.81,12.08,12.40,14.71,-0.66,0.71,-0.24,-187.74,-26.18,51.09,27.71,5.11,24.65
2024-11-15 19:16:18.420,-1.72,0.55,1.98,-35.77,127.87,-100.,3.96,14.89,16.63,-0.90,-0.02,-0.18,47.18,-114.93,-33.87,30.94,6.18,23.79
2024-11-15 19:16:18.926,-1.21,0.80,-0.75,-8.00,-94.30,26.43,8.87,12.30,16.20,-0.36,-0.03,-0.79,-81.91,94.48,28.63,30.83,2.62,22.52
2024-11-15 19:16:19.133,-0.77,0.09,-0.25,-66.96,-113.71,54.7,15.49,10.84,9.34,-0.71,0.29,1.12,-47.42,29.60,-20.45,29.28,7.97,26.39
2024-11-15 19:16:19.839,-2.18,-0.31,-0.40,1.53,141.05,-57.50,6.99,15.27,16.42,-2.02,0.16,-0.82,36.99,254.09,140.50,34.79,2.55,21.02
2024-11-15 19:16:19.945,-1.03,0.06,-0.35,-20.57,-151.06,49.3,10.64,11.68,15.20,-0.01,-0.03,-1.14,-115.72,38.27,37.29,28.86,1.72,23.10
2024-11-15 19:16:20.261,-1.23,-0.07,0.28,-117.25,293.64,-35.,10.46,12.52,12.87,-1.18,0.64,-0.30,-6.77,-137.39,19.65,31.79,5.02,24.13
2024-11-15 19:16:20.867,-1.11,0.01,-0.70,44.68,83.44,-80.08,4.81,11.95,16.26,-1.14,-0.26,-0.47,-12.94,162.84,88.75,30.88,1.45,21.78
2024-11-15 19:16:20.973,-0.92,0.27,-0.09,5.19,-138.06,36.07,10.53,11.47,13.38,-0.34,0.68,-0.37,-187.68,-45.10,56.03,28.00,6.34,23.80
2024-11-15 19:16:21.282,-1.50,0.37,0.10,-54.14,107.30,-130.,9.00,14.59,12.38,-1.19,0.54,-0.27,-5.55,-119.45,20.02,29.37,6.30,22.89
2024-11-15 19:16:21.789,-0.89,0.01,-0.50,59.02,39.92,37.78,4.38,11.76,14.66,-1.40,0.10,-0.41,13.92,144.59,66.22,33.45,3.54,19.12
2024-11-15 19:16:21.895,-0.86,0.35,-0.28,-8.79,-145.69,40.83,8.06,13.15,14.47,-0.20,-0.07,-0.89,-79.10,63.66,33.69,28.56,3.28,23.97
