Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 19:31:56.329,-1.00,-0.04,-0.28,-66.16,-118.29,34.0,7.63,3.02,-15.62,-0.20,0.02,-0.97,-101.07,14.28,44.31,35.88,16.72,-2.61
2024-11-15 19:31:56.635,-1.16,0.01,0.22,-49.56,-14.16,23.38,0.51,-0.85,-14.73,-1.45,-0.56,-0.87,2.81,-143.80,41.56,35.64,10.56,-5.26
2024-11-15 19:31:56.741,-1.44,-0.53,-0.61,22.03,108.52,-76.72,10.49,-2.19,-12.87,-0.86,-0.18,-0.14,63.90,-139.34,-5.68,30.44,11.63,-7.41
2024-11-15 19:31:57.248,-0.33,0.82,-0.59,-21.30,-116.64,7.32,10.77,4.65,-14.22,-0.79,-0.44,-0.68,-1.46,151.67,45.59,33.36,18.82,-3.89
2024-11-15 19:31:57.454,-0.76,0.27,-0.02,-45.41,-126.71,38.6,3.49,-0.50,-15.30,-0.52,0.67,1.00,-165.53,39.86,-27.34,37.08,11.13,-4.13
2024-11-15 19:31:57.660,-1.47,0.88,1.33,216.86,150.09,-52.7,8.97,-3.47,-11.15,-1.08,0.53,-0.37,35.52,-96.01,-25.39,32.65,9.68,-7.92
2024-11-15 19:31:58.166,-0.38,-0.25,-0.64,-68.24,16.24,46.51,14.99,6.73,-12.33,-1.87,0.00,-0.57,23.25,172.67,119.14,27.61,21.78,-5.94
2024-11-15 19:31:58.275,-1.10,-0.07,-0.39,-42.54,-132.26,34.9,11.24,5.48,-14.49,-0.65,-0.20,-0.72,-58.17,127.99,57.74,33.58,19.52,-3.77
2024-11-15 19:31:58.581,-1.25,0.17,0.25,-81.79,3.05,22.22,-0.05,-3.00,-15.78,-1.67,-0.37,-0.69,-62.19,-142.52,47.00,35.85,11.22,-7.46
2024-11-15 19:31:58.797,-1.30,-0.18,-0.64,57.25,157.90,-94.54,11.91,-2.21,-11.71,-0.55,-0.03,-0.12,44.13,-139.59,-4.64,28.21,12.72,-8.89
2024-11-15 19:31:59.203,-0.43,-0.03,-0.14,1.59,-111.45,3.91,10.97,4.46,-14.82,-0.96,-0.33,-0.45,-43.33,140.87,118.65,28.99,22.11,-6.57
2024-11-15 19:31:59.409,-0.83,0.26,0.03,-36.19,-124.02,29.9,3.69,0.78,-16.48,-2.34,0.33,2.55,-14.83,100.28,-17.33,34.83,11.93,-7.23
2024-11-15 19:31:59.615,-1.32,0.38,-0.52,-112.43,14.77,0.31,-0.55,-2.92,-16.02,-0.88,0.12,-1.16,-10.74,-56.40,0.31,32.93,11.99,-7.09
2024-11-15 19:32:00.222,-0.71,0.25,-0.46,30.21,43.27,46.57,13.51,6.07,-10.02,-1.45,0.18,-0.41,24.60,148.01,125.79,28.76,21.00,-4.57
2024-11-15 19:32:00.327,-1.11,-0.03,-0.36,-51.39,-139.77,33.1,9.16,4.54,-12.66,-0.05,-0.04,-1.01,-146.06,33.20,50.42,35.95,16.81,-0.49
2024-11-15 19:32:00.533,-1.13,0.02,0.22,-52.98,-27.47,18.80,2.64,1.20,-14.65,0.15,-0.83,-2.62,-35.40,13.61,-17.52,37.78,10.39,-0.39
2024-11-15 19:32:00.841,-1.48,-0.46,-0.61,48.10,85.39,-95.76,14.18,2.23,-7.76,-0.74,0.01,-0.18,48.89,-139.53,-15.75,32.40,12.68,-5.24
2024-11-15 19:32:01.247,0.18,-0.48,-0.37,242.86,44.19,-13.18,14.05,9.67,-10.60,-1.37,0.23,-0.37,14.95,144.65,110.90,34.56,22.31,1.26
2024-11-15 19:32:01.353,-1.02,0.07,-0.29,-52.00,-115.23,25.6,10.42,8.18,-11.79,-0.38,0.02,-0.96,-109.92,59.20,69.46,36.94,21.13,2.80
2024-11-15 19:32:01.760,-1.23,0.26,-0.18,240.66,177.43,-51.2,10.55,1.34,-13.28,-0.80,-0.00,-0.37,84.29,-68.30,-57.19,35.13,16.54,-6.62
2024-11-15 19:32:02.266,-0.81,-0.04,-0.67,-134.77,-29.24,53.4,15.08,7.48,-15.34,-1.29,0.13,-0.40,-28.63,134.03,95.09,29.31,26.94,-7.12
2024-11-15 19:32:02.372,-0.99,0.07,-0.34,-45.90,-124.51,26.4,10.62,6.03,-17.97,-0.25,-0.02,-0.95,-106.14,55.30,53.34,37.59,20.39,-5.98
2024-11-15 19:32:02.678,-1.19,0.11,-0.06,-45.59,-15.20,26.86,4.13,-7.13,-14.59,-1.48,-0.27,-0.78,-33.08,-107.18,49.32,35.63,9.30,-9.73
2024-11-15 19:32:02.884,-1.28,-0.05,-0.40,28.63,90.39,-83.07,12.24,-4.11,-11.91,-0.90,-0.18,-0.19,60.85,-134.09,-5.31,28.60,11.56,-11.00
2024-11-15 19:32:03.291,-0.04,0.35,-0.20,-4.52,43.46,29.72,13.20,4.05,-13.34,-1.51,0.45,-0.48,12.51,134.83,131.90,29.59,18.96,-7.07
2024-11-15 19:32:03.399,-1.07,0.10,-0.24,-115.36,-114.50,9.1,7.51,0.20,-14.49,0.08,-0.01,-1.12,-181.52,-5.55,48.28,36.05,14.20,-4.43
2024-11-15 19:32:03.705,-1.23,0.06,0.05,-107.79,12.33,1.95,4.74,-6.67,-10.00,-1.71,-0.25,-0.43,-36.87,-127.01,41.50,33.64,6.67,-5.82
2024-11-15 19:32:03.920,-1.41,-0.03,-0.53,29.79,157.47,-76.17,11.05,-1.17,-9.18,-0.86,-0.27,-0.21,56.09,-129.46,-4.03,30.35,9.09,-6.21
2024-11-15 19:32:04.326,-2.93,-0.45,-1.42,-81.60,-40.71,49.38,11.18,5.22,-12.30,-1.81,0.04,-0.42,33.94,174.99,143.55,27.36,20.79,-2.08
2024-11-15 19:32:04.433,-1.10,-0.04,-0.31,-14.59,-121.89,31.1,5.98,3.97,-14.12,-0.04,0.10,-0.87,-169.68,-32.78,53.16,33.69,16.65,-2.45
2024-11-15 19:32:04.741,-1.11,-0.20,0.19,-27.59,-16.97,25.15,-0.59,0.43,-14.53,-1.53,0.28,-0.50,-84.78,-111.39,-3.97,34.85,10.95,-4.63
2024-11-15 19:32:05.149,-1.52,-0.31,-0.53,44.43,75.81,-70.31,13.53,2.54,-9.07,-1.41,-0.01,0.42,103.45,25.33,-28.02,22.12,14.61,-8.02
2024-11-15 19:32:05.355,-1.75,-0.88,-1.51,-12.51,-100.04,-26.,13.09,7.34,-11.24,-0.51,-0.11,-0.75,-52.92,93.57,51.94,34.20,19.25,-0.06
2024-11-15 19:32:05.561,-0.84,0.26,-0.19,-58.35,-125.61,34.7,4.54,2.19,-13.94,-2.94,0.23,2.95,28.50,127.62,20.32,36.18,13.11,-3.96
2024-11-15 19:32:05.867,-1.83,0.63,-1.66,159.24,164.43,-43.0,9.44,-1.03,-11.72,-0.94,0.04,-0.34,64.09,-72.45,-55.91,34.07,11.07,-5.40
2024-11-15 19:32:06.374,-0.17,-0.51,-2.00,-23.19,-114.32,13.2,14.50,8.04,-11.71,-1.04,0.13,-0.40,-1.53,107.79,111.45,31.48,22.28,-2.10
