Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 18:51:06.814,-1.24,0.00,0.04,-39.55,-22.03,21.55,2.26,-3.54,-12.96,-0.67,-0.01,-1.66,-14.71,-23.56,4.58,34.68,9.46,-6.20
2024-11-15 18:51:06.920,-1.90,-0.50,-0.83,19.41,114.93,-72.51,10.03,-2.14,-10.40,-0.82,-0.25,-0.25,37.84,-129.64,-15.14,31.71,11.12,-6.62
2024-11-15 18:51:07.427,-0.42,-0.05,-0.31,25.21,-13.06,35.89,12.48,5.80,-13.11,-0.87,-0.36,-0.40,-27.95,175.05,104.74,32.43,19.93,-3.27
2024-11-15 18:51:07.733,-0.72,-0.01,-0.02,-4.03,-81.24,33.69,0.67,0.29,-15.20,-0.00,-0.91,-2.97,130.07,-75.44,-51.57,37.18,10.35,-3.61
2024-11-15 18:51:07.939,-1.25,0.67,-0.95,145.63,134.77,-133.,7.42,-2.64,-12.72,-1.02,0.03,-0.39,38.51,-82.15,-33.26,33.62,10.96,-7.01
2024-11-15 18:51:08.446,-0.54,-0.10,-0.66,-95.09,-40.10,43.88,12.24,6.05,-11.76,-0.77,-0.38,-0.56,12.88,125.00,75.32,32.89,19.51,-2.50
2024-11-15 18:51:08.652,-0.85,0.39,-0.15,-22.34,-119.51,24.9,3.00,1.97,-16.14,-0.85,0.52,-0.02,-127.81,-1.71,31.86,34.96,14.45,-3.82
2024-11-15 18:51:09.058,-1.48,0.15,0.58,-118.84,257.32,-36.,10.67,0.83,-12.27,-0.79,-0.10,-0.17,17.27,-129.70,-6.04,29.41,13.54,-7.28
2024-11-15 18:51:09.564,-1.66,0.14,0.84,24.17,-100.28,39.31,10.45,7.54,-13.11,-0.67,-0.13,-0.59,4.03,93.87,48.10,31.91,21.03,-1.72
2024-11-15 18:51:09.770,-0.85,0.19,-0.09,7.57,-99.73,34.18,0.23,3.02,-16.94,-0.82,0.32,0.01,-48.28,21.36,8.12,36.40,12.89,-5.20
2024-11-15 18:51:10.076,-1.54,0.50,-2.03,85.33,140.93,-46.69,10.25,0.23,-13.31,-0.84,-0.11,-0.27,21.97,-116.39,-8.00,31.71,15.26,-7.13
2024-11-15 18:51:10.585,-0.66,-0.12,-0.59,-81.24,-67.08,56.70,16.26,6.49,-12.76,-0.61,-0.33,-0.45,-1.77,136.11,81.12,36.40,21.01,-1.04
2024-11-15 18:51:10.791,-0.92,0.43,-0.20,-5.62,-72.02,28.26,5.31,0.77,-16.08,-0.73,0.25,0.55,-44.98,24.66,-35.28,37.94,11.49,-1.49
