Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 19:24:19.104,-1.10,0.22,-0.29,36.80,-83.56,28.99,0.44,20.86,-9.57,-2.58,0.35,3.25,26.06,130.19,30.70,31.38,27.33,5.70
2024-11-15 19:24:19.410,-1.44,0.94,-2.52,156.92,138.49,-50.2,6.40,16.83,-12.55,-0.96,0.08,-0.47,71.96,-94.48,-50.54,31.54,26.05,3.43
2024-11-15 19:24:19.917,-1.19,-0.46,-0.34,-98.75,-140.44,69.8,5.97,24.10,-5.62,-1.21,0.04,-0.44,0.43,105.47,96.19,28.81,26.93,13.23
2024-11-15 19:24:20.022,-0.84,0.40,-0.24,-25.63,-130.86,31.4,3.96,22.05,-8.78,-0.89,0.62,0.03,-119.81,5.62,19.78,31.95,27.62,8.73
2024-11-15 19:24:20.428,-1.38,0.53,-0.26,-160.95,241.21,-62.,4.91,16.37,-12.32,-1.03,0.08,-0.27,38.21,-76.60,-47.79,32.03,26.23,6.24
2024-11-15 19:24:20.835,-0.69,0.03,-0.66,-2.93,-125.00,65.55,4.69,24.23,-6.15,-1.19,0.16,-0.49,-21.42,92.16,119.87,27.80,27.43,13.04
2024-11-15 19:24:21.140,-0.84,0.41,-0.03,-24.54,-128.72,35.0,1.28,20.81,-10.40,-0.93,0.51,0.22,-60.97,-14.40,11.41,32.36,26.82,5.99
2024-11-15 19:24:21.357,-1.27,0.36,-0.30,-123.29,56.27,-6.41,1.93,17.22,-14.44,0.56,-0.70,-0.98,145.94,-9.16,-27.59,32.35,25.15,4.92
2024-11-15 19:24:21.863,-1.39,-0.23,-0.70,72.69,106.75,-78.43,5.51,24.11,-6.82,-1.70,0.10,-0.48,8.48,180.91,143.43,26.62,28.12,11.98
2024-11-15 19:24:22.073,-0.98,0.14,-0.31,-51.70,-134.89,40.2,3.86,22.49,-8.52,-0.05,0.06,-1.18,-158.26,2.38,63.17,30.00,27.12,11.19
