Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 19:15:24.857,-0.73,-0.03,0.03,27.22,-105.96,35.40,14.73,12.95,8.61,-0.98,0.04,0.28,-87.04,48.77,2.69,27.69,12.05,25.05
2024-11-15 19:15:25.063,-1.57,0.99,-2.34,190.55,212.59,-64.8,8.03,15.77,12.90,-0.97,-0.01,-0.57,29.60,-74.10,-53.41,32.36,9.05,21.92
2024-11-15 19:15:25.669,-2.53,-1.28,-1.57,-18.55,-97.90,14.59,6.20,14.18,16.15,-0.51,-0.24,-0.56,3.54,110.60,42.72,29.68,4.10,22.40
2024-11-15 19:15:26.075,-0.87,0.11,-0.16,-42.66,-120.12,20.5,14.01,14.49,9.36,-1.33,0.22,-0.35,-6.16,-112.92,19.35,29.86,10.30,24.32
2024-11-15 19:15:26.181,-1.55,-0.06,-0.59,12.82,122.68,-92.35,4.05,17.46,15.67,-0.63,-0.26,-0.40,33.57,-140.44,-5.62,34.31,9.64,21.07
2024-11-15 19:15:26.588,-0.22,-1.06,-1.31,-95.21,-90.33,6.90,6.79,14.61,15.43,-1.10,-0.33,-0.59,-24.60,157.59,97.90,31.63,3.83,22.64
2024-11-15 19:15:26.793,-0.81,0.23,-0.19,-18.92,-124.57,16.9,11.96,14.36,12.23,-2.60,0.41,3.47,57.98,121.52,52.37,26.59,10.52,24.67
2024-11-15 19:15:27.099,-1.54,0.29,0.03,-99.24,81.36,-9.64,10.52,16.86,11.66,-1.42,0.01,-0.37,47.12,-160.16,61.10,28.39,8.94,23.43
2024-11-15 19:15:27.706,-0.77,0.08,-0.71,-81.91,-127.20,96.0,6.57,15.42,15.72,-0.55,-0.20,-0.68,-38.57,102.54,50.35,28.11,4.05,25.21
2024-11-15 19:15:27.820,-0.77,0.22,-0.32,-9.77,-123.90,30.94,11.07,14.39,13.12,-0.61,0.62,-0.08,-185.73,-32.65,47.61,26.98,8.35,25.45
2024-11-15 19:15:28.127,-1.27,0.73,0.29,165.16,193.24,-56.5,7.48,16.70,13.67,-0.85,-0.20,-0.27,54.14,-115.17,-6.04,33.45,9.12,23.08
2024-11-15 19:15:28.637,-0.29,-0.28,-0.76,44.74,-96.68,2.26,7.18,14.38,14.34,-0.85,-0.08,-0.36,-42.24,159.55,90.64,32.06,3.43,22.36
2024-11-15 19:15:28.844,-0.86,0.31,-0.02,22.28,-121.15,22.03,12.28,14.04,12.57,-0.48,0.55,-0.36,-160.22,-56.95,66.47,27.95,8.73,24.63
2024-11-15 19:15:29.150,-1.45,0.44,-0.17,-106.26,90.76,-13.0,6.47,17.04,14.25,-0.95,0.13,-0.25,9.22,-70.13,-55.05,33.17,7.41,23.49
2024-11-15 19:15:29.656,-0.70,0.11,-0.51,63.05,159.97,-36.93,5.09,16.31,16.44,-0.74,0.06,-0.40,44.49,98.69,132.57,33.40,3.06,22.23
2024-11-15 19:15:29.973,-0.83,0.34,-0.03,26.00,-167.36,16.91,12.32,15.06,13.13,-0.84,0.43,0.03,-45.41,-36.32,-35.46,26.61,11.72,26.17
2024-11-15 19:15:30.582,-1.14,0.85,-1.80,123.23,155.21,-49.1,7.20,16.82,15.54,-1.42,0.78,-1.02,211.43,173.46,-32.59,38.21,7.46,19.30
2024-11-15 19:15:30.787,-1.10,0.99,-0.60,-10.07,-107.91,15.9,9.41,14.84,16.53,-0.46,-0.08,-0.84,-89.66,66.16,43.76,29.43,0.16,23.52
2024-11-15 19:15:31.097,-1.12,-0.01,-0.37,-118.90,96.74,-5.55,12.27,15.61,12.59,-0.59,-0.84,-0.49,37.41,1.46,19.35,29.57,8.89,25.62
2024-11-15 19:15:31.205,-1.92,0.02,-0.59,31.49,124.63,-81.24,6.81,15.38,15.94,-0.81,-0.22,-0.23,37.90,-109.38,-20.75,33.69,7.29,22.60
2024-11-15 19:15:31.713,-2.16,-0.80,-2.05,-29.85,-103.39,16.0,11.08,12.99,15.60,-0.37,-0.00,-0.70,-53.71,97.41,21.06,30.79,0.93,23.52
2024-11-15 19:15:31.819,-0.95,-0.10,-0.07,-38.64,-121.28,30.5,14.34,11.65,12.61,-0.62,0.59,-0.41,-188.90,-51.82,65.98,29.21,6.19,24.46
2024-11-15 19:15:32.225,-1.73,0.64,1.18,-29.79,97.60,-91.19,10.08,13.93,15.05,-1.01,0.57,-0.29,-9.95,-77.64,-26.31,32.34,6.77,24.46
2024-11-15 19:15:32.733,-0.26,-0.14,-0.70,-22.28,-96.92,14.65,8.44,15.23,15.37,-0.68,-0.19,-0.69,-56.46,97.11,53.47,29.65,3.31,24.49
