Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 18:52:44.700,-0.81,-0.16,-0.70,75.99,-41.56,27.95,11.00,5.74,-16.91,-1.38,0.53,-0.50,26.61,169.98,167.97,26.93,20.61,-6.41
2024-11-15 18:52:44.806,-0.79,0.14,-0.38,-51.33,-133.12,57.0,7.39,4.32,-16.88,-0.23,-0.14,-0.98,-91.43,23.68,51.39,32.48,19.35,-6.04
2024-11-15 18:52:45.212,-1.43,0.18,1.17,-44.56,251.77,-25.4,3.52,-4.08,-16.70,-1.50,-0.26,-0.58,46.39,-134.34,21.48,33.20,14.79,-5.88
2024-11-15 18:52:45.318,-1.74,-0.36,-0.55,22.34,125.06,-76.66,9.55,1.84,-14.53,-0.78,-0.18,-0.17,31.07,-127.14,-0.06,30.11,16.15,-6.56
2024-11-15 18:52:45.724,-1.67,0.08,3.70,-68.12,-61.58,55.36,6.63,9.77,-12.19,-0.82,-0.09,-0.35,-63.96,212.34,109.86,26.57,19.91,-0.38
2024-11-15 18:52:45.930,-0.93,0.27,-0.34,-39.43,-129.82,34.4,-1.71,5.79,-11.66,-0.72,0.67,-0.06,-115.23,-19.41,15.62,27.49,14.00,-4.25
2024-11-15 18:52:46.236,-1.29,0.61,-0.34,-68.73,202.03,-38.7,-3.05,0.45,-12.52,-0.95,0.77,-0.14,-59.27,-86.18,-10.25,26.29,14.29,-7.03
2024-11-15 18:52:46.747,-0.78,-0.13,-0.55,-8.48,69.46,-40.16,10.53,2.88,-14.03,-1.31,0.04,-0.53,-37.35,139.40,115.42,24.13,19.23,-5.27
2024-11-15 18:52:46.958,-0.91,0.29,-0.12,-36.19,-128.36,52.8,1.46,-0.62,-13.42,-0.04,0.20,-1.01,-166.56,-26.31,56.82,32.19,13.99,-5.18
2024-11-15 18:52:47.365,-1.26,0.40,-0.24,1.04,146.73,-32.78,5.09,-5.36,-11.38,-0.95,-0.08,-0.26,26.49,-115.78,-18.92,28.99,7.39,-7.46
