Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 19:17:04.941,-0.56,-0.18,-0.63,-42.05,-122.44,42.1,5.46,11.57,16.48,-1.01,0.02,-0.64,-34.73,147.89,99.79,33.69,0.49,20.86
2024-11-15 19:17:05.156,-0.81,0.19,-0.13,-32.96,-139.95,34.2,11.46,11.73,13.01,-1.23,0.66,0.53,-97.35,41.63,-12.45,29.83,7.02,24.17
2024-11-15 19:17:05.462,-1.52,0.23,0.42,83.62,151.61,-43.40,9.29,13.55,13.48,-0.94,0.07,-0.28,-6.16,-85.39,-47.67,33.47,5.83,23.50
2024-11-15 19:17:06.069,-0.54,-0.06,-0.59,5.37,59.20,-49.87,7.39,14.04,15.41,-0.51,-0.05,-0.60,-64.51,106.87,33.26,32.06,2.48,23.33
2024-11-15 19:17:06.175,-1.06,0.07,0.20,-28.81,-118.10,43.1,13.45,13.09,12.06,-1.02,0.59,-0.20,-120.24,-21.85,34.55,29.88,8.68,24.94
2024-11-15 19:17:06.381,-1.39,0.41,-0.17,-177.73,135.99,-115,12.61,15.47,10.19,-1.82,-0.23,-0.45,-30.58,-168.76,88.44,32.07,8.09,24.21
2024-11-15 19:17:06.990,-1.28,-0.30,-1.47,-48.65,-81.18,40.34,9.75,16.58,13.67,-0.25,-0.11,-0.90,-91.37,108.89,50.35,30.97,3.80,24.83
2024-11-15 19:17:07.195,-0.61,-0.02,-0.03,56.82,-77.33,45.65,16.22,13.60,5.66,0.34,-0.43,-2.32,-72.39,-0.61,-4.52,24.66,14.67,26.29
2024-11-15 19:17:07.401,-2.68,-0.08,-1.36,-33.20,182.07,-139.,5.70,16.87,14.65,-0.51,-0.13,-0.13,12.08,-205.69,-10.80,34.13,10.85,23.89
2024-11-15 19:17:07.908,-2.86,-1.02,-2.77,56.27,-161.93,49.50,9.39,15.03,17.66,-0.64,-0.28,-0.85,-59.02,132.87,33.63,33.03,2.14,23.11
2024-11-15 19:17:08.114,-0.90,0.21,0.24,-105.96,-130.92,48.,14.82,13.21,10.82,-0.68,0.52,0.67,-44.07,-13.79,-24.90,24.37,12.85,26.68
2024-11-15 19:17:08.220,-1.54,0.69,1.00,-103.94,121.28,-69.,14.71,13.96,9.27,-1.89,0.14,-0.61,-76.54,-182.25,124.94,29.26,8.09,24.62
2024-11-15 19:17:08.827,-1.80,-1.65,-2.96,-117.61,-185.97,99.,7.26,15.06,16.66,-0.18,-0.14,-0.85,-49.32,139.40,35.71,31.97,1.94,23.07
2024-11-15 19:17:09.033,-0.72,0.14,0.26,49.19,-67.26,13.98,16.91,13.11,6.67,0.79,-0.21,-3.36,106.26,-117.00,26.37,24.57,13.98,27.12
2024-11-15 19:17:09.639,-1.60,0.41,-0.95,115.66,127.32,-111.,5.49,15.82,16.14,-2.18,1.16,-1.28,282.65,182.13,8.91,39.62,7.48,18.64
2024-11-15 19:17:09.745,-0.97,1.05,-2.46,68.42,-169.68,63.84,8.57,13.32,16.87,-0.08,0.01,-0.93,-114.32,126.83,22.95,32.03,2.95,22.88
2024-11-15 19:17:10.052,-1.12,0.11,0.52,-138.12,-66.77,22.4,16.00,13.39,4.83,-1.28,-0.45,-2.04,-210.27,50.42,129.15,24.33,12.61,24.94
2024-11-15 19:17:10.567,-2.23,-0.35,-0.66,95.21,145.69,-140.5,6.14,15.77,14.70,-3.98,-0.15,-2.89,199.40,40.95,45.65,38.85,6.14,17.11
