Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 19:22:43.252,-1.87,0.34,1.16,-90.76,322.63,-10.9,4.39,14.81,-12.87,-1.21,0.47,-0.46,-42.85,-90.03,-40.95,32.08,24.17,5.11
2024-11-15 19:22:43.858,-0.57,-0.38,-0.65,23.93,-90.76,3.36,4.25,22.22,-7.67,-0.77,-0.25,-0.68,35.46,117.00,111.21,27.36,26.45,13.46
2024-11-15 19:22:43.964,-0.81,0.26,-0.05,0.31,-135.31,39.86,1.92,21.18,-7.47,-0.06,0.12,-0.86,-274.60,-19.96,56.82,28.78,26.00,9.90
2024-11-15 19:22:44.270,-1.76,0.06,1.21,158.33,217.65,-65.9,3.85,15.55,-11.87,-0.96,0.22,-0.45,40.28,-103.94,-27.83,31.01,24.13,4.68
2024-11-15 19:22:44.776,-0.48,-0.21,-0.65,-92.96,-87.59,50.17,3.21,21.95,-6.26,-1.17,-0.02,-0.47,70.50,122.92,144.90,25.93,26.09,12.93
2024-11-15 19:22:44.983,-0.90,0.06,-0.13,-52.25,-146.67,67.7,0.89,20.69,-8.19,-0.07,0.10,-0.97,-272.09,-24.54,65.06,27.66,25.99,11.00
2024-11-15 19:22:45.389,-1.54,0.51,0.04,25.45,142.94,-86.12,3.74,16.85,-10.03,-0.82,0.10,-0.21,79.71,-137.15,-22.95,29.06,26.33,4.16
2024-11-15 19:22:45.797,-0.45,-0.21,-0.70,-94.42,-145.08,47.0,4.49,21.70,-7.09,-1.86,0.24,-0.78,110.23,150.45,135.80,24.87,27.20,11.95
2024-11-15 19:22:45.903,-1.13,0.09,-0.28,-36.87,-140.99,45.2,3.26,22.74,-8.25,-0.48,-0.08,-0.74,10.13,103.03,57.98,27.22,25.83,13.01
2024-11-15 19:22:46.321,-1.34,0.20,-0.50,122.56,161.25,-93.8,3.22,16.21,-12.16,-0.93,0.24,-0.31,14.22,-84.23,-33.14,30.13,25.54,4.37
2024-11-15 19:22:46.727,-0.90,0.23,-0.49,3.48,88.68,-55.97,5.74,22.02,-6.87,-1.70,0.22,-0.66,91.92,186.40,160.77,25.66,27.75,11.32
2024-11-15 19:22:46.933,-1.19,-0.22,-0.25,-47.12,-147.28,43.1,3.85,21.74,-7.81,-0.23,-0.10,-1.02,-89.23,54.81,43.33,28.87,25.73,12.06
2024-11-15 19:22:47.340,-1.23,0.21,-0.11,-71.72,16.91,16.66,4.61,16.46,-12.06,-0.84,-0.11,-0.36,37.11,-100.10,-32.04,31.86,24.99,3.75
2024-11-15 19:22:47.746,-0.70,-0.01,-0.51,4.82,90.52,-67.02,6.95,21.90,-6.03,-1.93,0.81,-2.02,270.94,104.13,-26.92,26.27,27.91,5.40
2024-11-15 19:22:47.852,-0.91,-0.10,-0.35,-22.64,-141.17,30.7,4.49,20.85,-8.29,-0.44,-0.13,-0.95,-26.73,73.12,70.19,29.91,26.29,13.35
2024-11-15 19:22:48.258,-1.25,-0.15,0.05,-151.61,-59.27,13.7,1.66,16.77,-13.59,-2.05,-0.60,-0.74,-52.00,-102.54,-0.73,35.10,23.84,4.61
2024-11-15 19:22:48.364,-1.45,-0.35,-0.44,-9.03,122.13,-96.68,8.11,17.49,-10.28,-0.86,0.01,-0.19,66.59,-149.29,-24.54,32.70,24.85,3.94
2024-11-15 19:22:48.770,-1.22,1.74,-1.32,48.28,-106.81,24.96,7.01,22.67,-9.58,-0.43,-0.19,-0.70,3.60,94.73,61.52,31.71,26.70,13.29
2024-11-15 19:22:49.076,-0.74,0.22,-0.28,-115.84,-76.60,72.0,4.90,19.96,-11.30,-0.72,0.09,0.41,-144.10,31.80,-37.29,34.05,26.50,7.62
2024-11-15 19:22:49.282,-1.67,0.29,1.31,88.32,198.61,-64.09,8.92,16.75,-13.48,-1.07,0.25,-0.41,4.76,-110.23,-31.92,35.22,25.59,4.04
2024-11-15 19:22:49.789,-0.38,-0.35,0.46,1.95,-84.47,-13.31,8.95,24.39,-7.73,-0.55,-0.29,-0.67,-3.30,112.79,82.52,31.87,28.72,12.65
2024-11-15 19:22:49.995,-0.76,0.42,0.11,-5.07,-130.13,37.05,6.25,22.00,-11.56,-0.79,0.53,0.07,-161.13,-1.65,57.31,34.75,27.91,6.63
2024-11-15 19:22:50.301,-1.60,0.19,0.62,-2.38,130.07,-137.4,10.57,16.04,-15.66,-1.10,0.42,-0.44,20.81,-95.34,-29.97,37.11,26.22,4.41
2024-11-15 19:22:50.707,-0.56,-0.24,-0.73,-163.94,-52.86,15.0,10.89,25.24,-6.65,-2.00,0.20,-0.84,165.59,217.53,121.46,31.69,30.40,13.79
2024-11-15 19:22:50.814,-1.07,-0.46,-0.28,-30.70,-137.33,43.9,9.74,25.74,-7.75,-0.30,-0.11,-0.85,-36.38,64.51,26.92,33.68,28.26,15.65
